Begin	End	Name	Symbol	Gene Type
3768177	3768638	tetratricopeptide-like domain-containing protein YibG	yibG	protein-coding
3768639	3768890	uncharacterized gene	yibS	pseudogene
3768892	3769256	uncharacterized gene	yibW	pseudogene
3769345	3769680	PF15596 family protein YibV	yibV	protein-coding
3769948	3770146	uncharacterized gene	yibU	pseudogene
3770243	3771379	inner membrane protein YibH	yibH	protein-coding
3771382	3771744	DUF3302 domain-containing protein YibI	yibI	protein-coding
3772281	3774194	mannitol-specific PTS enzyme IICBA component	mtlA	protein-coding
3774424	3775572	mannitol-1-phosphate 5-dehydrogenase	mtlD	protein-coding
3775572	3776159	transcriptional repressor MtlR	mtlR	protein-coding
3776171	3776380	protein YibT	yibT	protein-coding
3776665	3777027	DUF2810 domain-containing protein YibL	yibL	protein-coding
3777399	3779054	lactate/glycolate:H(+) symporter LldP	lldP	protein-coding
3779054	3779830	DNA-binding transcriptional dual regulator LldR	lldR	protein-coding
3779827	3781017	L-lactate dehydrogenase	lldD	protein-coding
3781215	3781688	tRNA (cytidine/uridine-2'-O)-ribose methyltransferase	trmL	protein-coding
3781741	3782562	serine acetyltransferase	cysE	protein-coding
3782642	3783661	glycerol-3-phosphate dehydrogenase	gpsA	protein-coding
3783661	3784128	protein export chaperone SecB	secB	protein-coding
3784191	3784442	reduced glutaredoxin 3	grxC	protein-coding
3784584	3785015	putative sulfurtransferase YibN	yibN	protein-coding
3785260	3786804	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmM	protein-coding
3786838	3788097	murein hydrolase activator EnvC	envC	protein-coding
3788101	3789060	divergent polysaccharide deacetylase domain-containing protein YibQ	yibQ	protein-coding
3789047	3790081	UDP-glucuronate:LPS(HepIII) glycosyltransferase	waaH	protein-coding
3790320	3791345	threonine dehydrogenase	tdh	protein-coding
3791355	3792551	2-amino-3-ketobutyrate CoA ligase	kbl	protein-coding
3792826	3793683	protein HtrL	htrL	protein-coding
3793987	3794919	ADP-L-glycero-D-mannoheptose 6-epimerase	rfaD	protein-coding
3794929	3795975	ADP-heptose--LPS heptosyltransferase 2	waaF	protein-coding
3795979	3796938	ADP-heptose:LPS heptosyltransferase 1	waaC	protein-coding
3796948	3798207	O-antigen ligase	waaL	protein-coding
3797772	3798014	protein YibX	yibX	protein-coding
3798039	3798149	protein YibY	yibY	protein-coding
3798239	3799312	putative ADP-heptose:LPS heptosyltransferase 4	waaU	protein-coding
3799345	3800196	lipopolysaccharide core biosynthesis protein WaaZ	waaZ	protein-coding
3800267	3800965	lipopolysaccharide core heptose (II) kinase	waaY	protein-coding
3800983	3801999	UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	waaJ	protein-coding
3802039	3803058	UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase	waaO	protein-coding
3803058	3804137	UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	waaB	protein-coding
3804181	3805116	lipopolysaccharide core biosynthesis protein WaaS	waaS	protein-coding
3805153	3805950	lipopolysaccharide core heptose (I) kinase	waaP	protein-coding
3805943	3807067	lipopolysaccharide glucosyltransferase I	waaG	protein-coding
3807064	3808098	lipopolysaccharide core heptosyltransferase 3	waaQ	protein-coding
3808166	3808238	small regulatory RNA RirA	rirA	ncRNA
3808540	3809817	KDO transferase	waaA	protein-coding
3809825	3810304	pantetheine-phosphate adenylyltransferase	coaD	protein-coding
3810343	3811152	DNA-formamidopyrimidine glycosylase	mutM	protein-coding
3811250	3811417	50S ribosomal subunit protein L33	rpmG	protein-coding
3811438	3811674	50S ribosomal subunit protein L28	rpmB	protein-coding
3811891	3812559	RadC-like JAB domain-containing protein YicR	yicR	protein-coding
3812731	3813951	fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase	dfp	protein-coding
3813929	3814387	dUTP diphosphatase	dut	protein-coding
3814494	3815090	nucleoid occlusion factor SlmA	slmA	protein-coding
3815127	3815768	orotate phosphoribosyltransferase	pyrE	protein-coding
3815863	3816549	truncated RNase PH	rph	protein-coding
3816676	3817539	putative RNase adaptor protein YicC	yicC	protein-coding
3817760	3818584	DNA damage-inducible protein D	dinD	protein-coding
3818874	3819491	PF03458 family inner membrane protein YicG	yicG	protein-coding
3819488	3821170	DNA ligase B	ligB	protein-coding
3821428	3822051	guanylate kinase	gmk	protein-coding
3822106	3822381	RNA polymerase subunit omega	rpoZ	protein-coding
3822400	3824508	bifunctional (p)ppGpp synthase/hydrolase SpoT	spoT	protein-coding
3824515	3825204	tRNA (Gm18) 2'-O-methyltransferase	trmH	protein-coding
3825210	3827291	ATP-dependent DNA helicase RecG	recG	protein-coding
3827460	3828665	glutamate:sodium symporter	gltS	protein-coding
3828945	3830336	xanthine:H(+) symporter XanP	xanP	protein-coding
3830457	3832166	AsmA family protein YicH	yicH	protein-coding
3832219	3834537	alpha-D-xyloside xylohydrolase	yicI	protein-coding
3834547	3835929	putative xyloside transporter YicJ	yicJ	protein-coding
3836222	3836316	tRNA-Sec	selC	tRNA
3836425	3836556	uncharacterized gene	yicT	pseudogene
3836953	3838137	putative arabinose exporter	setC	protein-coding
3838248	3839171	putative transporter YicL	yicL	protein-coding
3838642	3838701	protein YicU	yicU	protein-coding
3839175	3839993	lipoprotein-28	nlpA	protein-coding
3840215	3840508	uncharacterized protein YicS	yicS	protein-coding
3840549	3841739	purine ribonucleoside exporter	nepI	protein-coding
3841950	3842402	DUF1198 domain-containing protein YicN	yicN	protein-coding
3842455	3843789	adenine transporter	adeQ	protein-coding
3843964	3845730	adenine deaminase	adeD	protein-coding
3845730	3845995	small RNA UhpU	uhpU	ncRNA
3845776	3847167	hexose-6-phosphate:phosphate antiporter	uhpT	protein-coding
3847305	3848624	inner membrane protein sensing glucose-6-phosphate	uhpC	protein-coding
3848634	3850136	sensory histidine kinase UhpB	uhpB	protein-coding
3850136	3850726	DNA-binding transcriptional activator UhpA	uhpA	protein-coding
3850802	3851092	acetohydroxy acid synthase I subunit IlvN	ilvN	protein-coding
3851096	3852784	acetohydroxy acid synthase I subunit IlvB	ilvB	protein-coding
3852890	3852988	ilvBN operon leader peptide	ivbL	protein-coding
3853118	3853257	small RNA IstR-2	istR	ncRNA
3853553	3853642	membrane-depolarizing toxin TisB	tisB	protein-coding
3853766	3853840	protein YsdE	ysdE	protein-coding
3853922	3855106	multidrug efflux pump EmrD	emrD	protein-coding
3855114	3855611	uncharacterized protein YidF	yidF	protein-coding
3855608	3855970	inner membrane protein YidG	yidG	protein-coding
3855960	3856307	DUF202 domain-containing inner membrane protein YidH	yidH	protein-coding
3856415	3856864	putative inner membrane protein YidI	yidI	protein-coding
3856911	3858404	putative sulfatase/phosphatase YidJ	yidJ	protein-coding
3858401	3860116	putative transporter YidK	yidK	protein-coding
3860283	3861176	putative DNA-binding transcriptional regulator YidL	yidL	protein-coding
3861173	3861987	uncharacterized gene	glvG	pseudogene
3861987	3862472	putative PTS enzyme II component GlvB	glvB	protein-coding
3862497	3863603	putative PTS enzyme II component GlvC	glvC	protein-coding
3863899	3864615	putative DNA-binding transcriptional regulator YidP	yidP	protein-coding
3864612	3866273	putative transport protein YidE	yidE	protein-coding
3866469	3866897	small heat shock protein IbpB	ibpB	protein-coding
3867009	3867422	small heat shock protein IbpA	ibpA	protein-coding
3867728	3868060	DUF1375 domain-containing putative lipoprotein YidQ	yidQ	protein-coding
3868062	3869309	DUF3748 domain-containing galacturonate catabolism protein YidR	yidR	protein-coding
3869377	3870441	colicin M resistance protein	cbrA	protein-coding
3870438	3871730	D-galactonate:H(+) symporter	dgoT	protein-coding
3871850	3872998	D-galactonate dehydratase	dgoD	protein-coding
3872995	3873612	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	dgoA	protein-coding
3873596	3874474	2-dehydro-3-deoxygalactonokinase	dgoK	protein-coding
3874471	3875160	DNA-binding transcriptional regulator DgoR	dgoR	protein-coding
3875438	3876094	putative lipoprotein YidX	yidX	protein-coding
3876140	3876952	sugar phosphatase YidA	yidA	protein-coding
3877067	3877465	DUF937 domain-containing protein YidB	yidB	protein-coding
3877705	3880119	DNA gyrase subunit B	gyrB	protein-coding
3880148	3881221	recombination mediator protein RecF	recF	protein-coding
3881221	3882321	beta sliding clamp	dnaN	protein-coding
3882326	3883729	chromosomal replication initiator protein DnaA	dnaA	protein-coding
3884026	3884106	protein YsdD	ysdD	protein-coding
3884336	3884476	50S ribosomal subunit protein L34	rpmH	protein-coding
3884493	3884852	RNase P protein component	rnpA	protein-coding
3884816	3885073	membrane protein insertion efficiency factor	yidD	protein-coding
3885076	3886722	membrane protein insertase YidC	yidC	protein-coding
3886828	3888192	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit	mnmE	protein-coding
3888435	3888509	tnaAB operon leader peptide	tnaC	protein-coding
3888730	3890145	tryptophanase	tnaA	protein-coding
3890236	3891483	tryptophan:H(+) symporter TnaB	tnaB	protein-coding
3891615	3892790	efflux pump MdtL	mdtL	protein-coding
3892765	3893724	DNA-binding transcriptional dual regulator YidZ	yidZ	protein-coding
3893881	3894630	putative phosphopantetheinyl transferase	yieE	protein-coding
3894652	3895218	quinone reductase	yieF	protein-coding
3895272	3896609	adenine:H(+) symporter	adeP	protein-coding
3896774	3897439	6-phosphogluconate phosphatase	yieH	protein-coding
3897506	3897973	putative inner membrane protein	cbrB	protein-coding
3898022	3898609	PF03691 family colicin E2 tolerance protein CbrC	cbrC	protein-coding
3898671	3899393	putative glucosamine-6-phosphate deaminase YieK	yieK	protein-coding
3899408	3900577	putative hydrolase YieL	yieL	protein-coding
3900604	3902220	carbohydrate-specific outer membrane porin, cryptic	bglH	protein-coding
3902289	3903701	6-phospho-beta-glucosidase B	bglB	protein-coding
3903720	3905597	beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase	bglF	protein-coding
3905731	3906567	transcriptional antiterminator BglG	bglG	protein-coding
3906853	3907578	negative regulator of the pho regulon	phoU	protein-coding
3907593	3908366	phosphate ABC transporter ATP binding subunit	pstB	protein-coding
3908549	3909439	phosphate ABC transporter membrane subunit PstA	pstA	protein-coding
3909439	3910398	phosphate ABC transporter membrane subunit PstC	pstC	protein-coding
3910485	3911525	phosphate ABC transporter periplasmic binding protein	pstS	protein-coding
3911839	3913668	L-glutamine--D-fructose-6-phosphate aminotransferase	glmS	protein-coding
3913830	3915200	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase	glmU	protein-coding
3915553	3915972	ATP synthase F1 complex subunit epsilon	atpC	protein-coding
3915993	3917375	ATP synthase F1 complex subunit beta	atpD	protein-coding
3917402	3918265	ATP synthase F1 complex subunit gamma	atpG	protein-coding
3918316	3919857	ATP synthase F1 complex subunit alpha	atpA	protein-coding
3919870	3920403	ATP synthase F1 complex subunit delta	atpH	protein-coding
3920418	3920888	ATP synthase Fo complex subunit b	atpF	protein-coding
3920950	3921189	ATP synthase Fo complex subunit c	atpE	protein-coding
3921236	3922051	ATP synthase Fo complex subunit a	atpB	protein-coding
3922060	3922440	ATP synthase accessory factor AtpI	atpI	protein-coding
3923057	3923680	16S rRNA m(7)G527 methyltransferase	rsmG	protein-coding
3923744	3925633	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG	mnmG	protein-coding
3926012	3926455	flavoprotein MioC	mioC	protein-coding
3926545	3927003	DNA-binding transcriptional dual regulator AsnC	asnC	protein-coding
3927155	3928147	asparagine synthetase A	asnA	protein-coding
3928152	3929603	protein ViaA	viaA	protein-coding
3929597	3931093	regulatory ATPase RavA	ravA	protein-coding
3931316	3933184	K(+):H(+) symporter Kup	kup	protein-coding
3933351	3933770	D-ribose pyranase	rbsD	protein-coding
3933778	3935283	ribose ABC transporter ATP binding subunit	rbsA	protein-coding
3935288	3936253	ribose ABC transporter membrane subunit	rbsC	protein-coding
3936278	3937168	ribose ABC transporter periplasmic binding protein	rbsB	protein-coding
3937045	3937278	small regulatory RNA RbsZ	rbsZ	ncRNA
3937294	3938223	ribokinase	rbsK	protein-coding
3938227	3939219	DNA-binding transcriptional dual regulator RbsR	rbsR	protein-coding
3939185	3940612	putative transporter HsrA	hsrA	protein-coding
3940635	3941327	DNA-binding transcriptional regulator YieP	yieP	protein-coding
3941808	3943349	16S ribosomal RNA	rrsC	rRNA
3943435	3943510	tRNA-Glu	gltU	tRNA
3943704	3946607	23S ribosomal RNA	rrlC	rRNA
3946700	3946819	5S ribosomal RNA	rrfC	rRNA
3946872	3946948	tRNA-Asp	aspT	tRNA
3946957	3947032	tRNA-Trp	trpT	tRNA
3947128	3947967	DNA-binding transcriptional dual regulator HdfR	hdfR	protein-coding
3948086	3948424	macrodomain Ori protein	maoP	protein-coding
3948449	3949969	putative magnesium chelatase YifB	yifB	protein-coding
3950322	3950420	ilvXGMEDA operon leader peptide	ilvL	protein-coding
3950507	3950557	uncharacterized protein IlvX	ilvX	protein-coding
3950560	3952204	uncharacterized gene	ilvG	pseudogene
3952201	3952464	acetolactate synthase II subunit IlvM	ilvM	protein-coding
3952484	3953413	branched-chain-amino-acid aminotransferase	ilvE	protein-coding
3953478	3955328	dihydroxy-acid dehydratase	ilvD	protein-coding
3955331	3956875	threonine deaminase	ilvA	protein-coding
3956927	3957820	DNA-binding transcriptional dual regulator IlvY	ilvY	protein-coding
3957970	3959445	ketol-acid reductoisomerase (NADP(+))	ilvC	protein-coding
3959532	3959813	peptidyl-prolyl cis-trans isomerase C	ppiC	protein-coding
3960012	3960460	uncharacterized gene	yifN	pseudogene
3960677	3962698	ATP-dependent DNA helicase Rep	rep	protein-coding
3962745	3964229	guanosine-5'-triphosphate,3'-diphosphate phosphatase	gpp	protein-coding
3964365	3965630	ATP-dependent RNA helicase RhlB	rhlB	protein-coding
3965761	3966090	thioredoxin 1	trxA	protein-coding
3966231	3966332	rho operon leader peptide	rhoL	protein-coding
3966417	3967676	transcription termination factor Rho	rho	protein-coding
3967916	3969019	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	rfe	protein-coding
3969031	3970077	enterobacterial common antigen polysaccharide co-polymerase	wzzE	protein-coding
3970133	3971263	UDP-N-acetylglucosamine 2-epimerase	wecB	protein-coding
3971260	3972522	UDP-N-acetyl-D-mannosamine dehydrogenase	wecC	protein-coding
3972522	3973589	dTDP-glucose 4,6-dehydratase 2	rffG	protein-coding
3973608	3974489	glucose-1-phosphate thymidylyltransferase 2	rffH	protein-coding
3974467	3975141	RffC	rffC	protein-coding
3975146	3976276	dTDP-4-dehydro-6-deoxy-D-glucose transaminase	wecE	protein-coding
3976278	3977528	lipid IIIECA flippase	wzxE	protein-coding
3977525	3978604	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	wecF	protein-coding
3978601	3979953	enterobacterial common antigen polymerase	wzyE	protein-coding
3979956	3980696	UDP-N-acetyl-D-mannosaminuronic acid transferase	rffM	protein-coding
3980887	3982272	putative transporter YifK	yifK	protein-coding
3982375	3982451	tRNA-Arg	argX	tRNA
3982509	3982585	tRNA-His	hisR	tRNA
3982606	3982692	tRNA-Leu	leuT	tRNA
3982735	3982811	tRNA-Pro	proM	tRNA
3982958	3984193	putative anaerobic sulfatase maturation enzyme AslB	aslB	protein-coding
3984352	3986007	putative sulfatase AslA	aslA	protein-coding
3986432	3986603	small regulatory RNA GlmZ	glmZ	ncRNA
3986686	3987882	protein HemY	hemY	protein-coding
3987885	3989066	PF04375 family protein HemX	hemX	protein-coding
3989088	3989828	uroporphyrinogen-III synthase	hemD	protein-coding
3989825	3990766	hydroxymethylbilane synthase	hemC	protein-coding
3991153	3993699	adenylate cyclase	cyaA	protein-coding
3993739	3994059	frataxin CyaY	cyaY	protein-coding
3993850	3994335	protein YzcX	yzcX	protein-coding
3994522	3994725	putative lipoprotein YifL	yifL	protein-coding
3994762	3995586	diaminopimelate epimerase	dapF	protein-coding
3995583	3996290	DUF484 domain-containing protein YigA	yigA	protein-coding
3996287	3997183	site-specific tyrosine recombinase	xerC	protein-coding
3997183	3997899	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	yigB	protein-coding
3997983	4000145	DNA helicase II	uvrD	protein-coding
4000292	4001056	DUF2233 domain-containing protein YigE	yigE	protein-coding
4001218	4001274	protein YsgD	ysgD	protein-coding
4001426	4002376	Ni(2(+))/Co(2(+))/Mg(2(+)) transporter	corA	protein-coding
4002419	4002799	DUF2628 domain-containing protein YigF	yigF	protein-coding
4002813	4003193	inner membrane protein	yigG	protein-coding
4003288	4004178	putative transporter RarD	rarD	protein-coding
4004230	4004697	putative thioesterase YigI	yigI	protein-coding
4004862	4005731	outer membrane phospholipase A	pldA	protein-coding
4005864	4007693	ATP-dependent DNA helicase RecQ	recQ	protein-coding
4007757	4008377	L-threonine exporter	rhtC	protein-coding
4008439	4009059	L-homoserine/L-homoserine lactone/L-threonine exporter	rhtB	protein-coding
4009170	4010192	lysophospholipase L2	pldB	protein-coding
4010200	4011000	phosphosugar phosphatase YigL	yigL	protein-coding
4011076	4011975	biotin transporter	bioP	protein-coding
4011863	4012816	DNA-binding transcriptional dual regulator MetR	metR	protein-coding
4013053	4015314	cobalamin-independent homocysteine transmethylase	metE	protein-coding
4015354	4016169	putative dienelactone hydrolase	ysgA	protein-coding
4016431	4017192	uridine phosphorylase	udp	protein-coding
4017333	4018760	putative recombination limiting protein RmuC	rmuC	protein-coding
4018855	4019610	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase	ubiE	protein-coding
4019624	4020229	ubiquinone biosynthesis accessory factor UbiJ	ubiJ	protein-coding
4019978	4020229	small RNA EsrE	esrE	ncRNA
4020226	4021866	ubiquinone biosynthesis protein UbiB	ubiB	protein-coding
4021945	4022214	twin arginine protein translocation system - TatA protein	tatA	protein-coding
4022218	4022733	twin arginine protein translocation system - TatB protein	tatB	protein-coding
4022736	4023512	twin arginine protein translocation system - TatC protein	tatC	protein-coding
4023554	4024336	3' -> 5' ssDNA/RNA exonuclease TatD	tatD	protein-coding
4024333	4024821	transcription antiterminator RfaH	rfaH	protein-coding
4024988	4026481	3-octaprenyl-4-hydroxybenzoate decarboxylase	ubiD	protein-coding
4026527	4027228	NAD(P)H-flavin reductase	fre	protein-coding
4027609	4028772	3-ketoacyl-CoA thiolase	fadA	protein-coding
4028782	4030971	multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase	fadB	protein-coding
4031161	4032492	Xaa-Pro dipeptidase	pepQ	protein-coding
4032492	4033106	IMPACT family member YigZ	yigZ	protein-coding
4033145	4034596	K(+) transporter TrkH	trkH	protein-coding
4034608	4035153	protoporphyrinogen oxidase	hemG	protein-coding
4035531	4037072	16S ribosomal RNA	rrsA	rRNA
4037141	4037217	tRNA-Ile	ileT	tRNA
4037260	4037335	tRNA-Ala	alaT	tRNA
4037519	4040423	23S ribosomal RNA	rrlA	rRNA
4040517	4040636	5S ribosomal RNA	rrfA	rRNA
4040906	4041433	molybdopterin-guanine dinucleotide biosynthesis adaptor protein	mobB	protein-coding
4041415	4041999	molybdenum cofactor guanylyltransferase	mobA	protein-coding
4042069	4042338	DUF1040 domain-containing protein YihD	yihD	protein-coding
4042415	4043401	stress response kinase A	srkA	protein-coding
4043418	4044044	thiol:disulfide oxidoreductase DsbA	dsbA	protein-coding
4044199	4045629	DUF945 domain-containing protein YihF	yihF	protein-coding
4045670	4046602	1-acylglycerol-3-phosphate O-acyltransferase YihG	yihG	protein-coding
4046966	4049752	DNA polymerase I	polA	protein-coding
4049899	4050009	small regulatory RNA Spot 42	spf	ncRNA
4050133	4050765	GTP-binding protein YihA	yihA	protein-coding
4051036	4051281	small regulatory RNA CsrC	csrC	ncRNA
4051347	4051856	Der GTPase-activating protein YihI	yihI	protein-coding
4052045	4053418	coproporphyrinogen III dehydrogenase	hemN	protein-coding
4053647	4053757	uncharacterized protein YshB	yshB	protein-coding
4053869	4055278	DNA-binding transcriptional dual regulator NtrC	glnG	protein-coding
4055290	4056339	protein histidine kinase NtrB	glnL	protein-coding
4056625	4058034	glutamine synthetase	glnA	protein-coding
4058407	4060230	50S ribosomal subunit assembly factor BipA	bipA	protein-coding
4060447	4061157	putative DNA-binding transcriptional regulator YihL	yihL	protein-coding
4061165	4062145	putative TIM barrel domain-containing protein YihM	yihM	protein-coding
4062247	4063512	putative transporter YihN	yihN	protein-coding
4063603	4064295	putative outer membrane porin L	ompL	protein-coding
4064363	4065766	putative sulfoquinovose transporter	yihO	protein-coding
4065809	4067194	putative 2,3-dihydroxypropane-1-sulfonate export protein	yihP	protein-coding
4067240	4069276	sulfoquinovosidase	yihQ	protein-coding
4069475	4070401	putative sulfoquinovose mutarotase YihR	yihR	protein-coding
4070515	4071756	sulfoquinovose isomerase	yihS	protein-coding
4071773	4072651	6-deoxy-6-sulfofructose-1-phosphate aldolase	yihT	protein-coding
4072675	4073571	3-sulfolactaldehyde reductase	yihU	protein-coding
4073739	4074635	6-deoxy-6-sulfofructose kinase	yihV	protein-coding
4074669	4075454	DNA-binding transcriptional dual regulator CsqR	csqR	protein-coding
4075553	4076152	alpha-D-glucose-1-phosphate phosphatase YihX	yihX	protein-coding
4076146	4077018	PF03631 family membrane protein YihY	yihY	protein-coding
4077015	4077452	D-aminoacyl-tRNA deacylase	dtd	protein-coding
4077449	4078438	putative fatty acid biosynthesis enzyme FabY	fabY	protein-coding
4079291	4079509	putative DNA-binding transcriptional regulator YiiE	yiiE	protein-coding
4079751	4079969	protein YiiF	yiiF	protein-coding
4080299	4081228	formate dehydrogenase formation protein	fdhE	protein-coding
4081225	4081860	formate dehydrogenase O subunit gamma	fdoI	protein-coding
4081857	4082759	formate dehydrogenase O subunit beta	fdoH	protein-coding
4082772	4085822	formate dehydrogenase O subunit alpha	fdoG	protein-coding
4086016	4086849	sulfurtransferase for molybdenum cofactor sulfuration	fdhD	protein-coding
4087002	4088057	DUF3829 domain-containing lipoprotein YiiG	yiiG	protein-coding
4088107	4089855	putative DNA-binding transcriptional regulator FrvR	frvR	protein-coding
4089855	4090925	peptidase M42 family protein FrvX	frvX	protein-coding
4090915	4092366	putative PTS enzyme IIBC component FrvB	frvB	protein-coding
4092377	4092823	putative PTS enzyme IIA component FrvA	frvA	protein-coding
4093124	4093438	L-rhamnose mutarotase	rhaM	protein-coding
4093448	4094272	rhamnulose-1-phosphate aldolase	rhaD	protein-coding
4094723	4095982	L-rhamnose isomerase	rhaA	protein-coding
4095979	4097448	rhamnulokinase	rhaB	protein-coding
4097736	4098572	DNA-binding transcriptional activator RhaS	rhaS	protein-coding
4098646	4099494	DNA-binding transcriptional activator RhaR	rhaR	protein-coding
4099491	4100525	rhamnose/lyxose:H(+) symporter	rhaT	protein-coding
4100810	4101430	superoxide dismutase (Mn)	sodA	protein-coding
4101690	4102673	2-dehydro-3-deoxy-D-gluconate:H(+) symporter	kdgT	protein-coding
4102822	4103496	6-hydroxyaminopurine reductase	yiiM	protein-coding
4103602	4104975	sensor histidine kinase CpxA	cpxA	protein-coding
4104972	4105670	DNA-binding transcriptional dual regulator CpxR	cpxR	protein-coding
4105820	4106320	periplasmic protein CpxP	cpxP	protein-coding
4106330	4106387	small regulatory RNA CpxQ	cpxQ	ncRNA
4106469	4107371	Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter	fieF	protein-coding
4107552	4108514	6-phosphofructokinase 1	pfkA	protein-coding
4108834	4109823	sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp	sbp	protein-coding
4109930	4110685	CDP-diacylglycerol diphosphatase	cdh	protein-coding
4110740	4111507	triose-phosphate isomerase	tpiA	protein-coding
4111615	4112214	DUF1454 domain-containing protein YiiQ	yiiQ	protein-coding
4112315	4112755	DUF805 domain-containing protein YiiR	yiiR	protein-coding
4112967	4113266	DUF406 domain-containing protein YiiS	yiiS	protein-coding
4113293	4113721	universal stress protein D	uspD	protein-coding
4113726	4114472	flavodoxin/ferredoxin-NADP(+) reductase	fpr	protein-coding
4114569	4115579	fructose-1,6-bisphosphatase 2	glpX	protein-coding
4115714	4117222	glycerol kinase	glpK	protein-coding
4117245	4118090	glycerol facilitator	glpF	protein-coding
4118515	4118760	cell division factor ZapB	zapB	protein-coding
4118845	4119330	ribonuclease E inhibitor protein A	rraA	protein-coding
4119423	4120349	1,4-dihydroxy-2-naphthoate octaprenyltransferase	menA	protein-coding
4120416	4121747	ATPase component of the HslVU protease	hslU	protein-coding
4121757	4122287	peptidase component of the HslVU protease	hslV	protein-coding
4122380	4123339	cell division protein FtsN	ftsN	protein-coding
4123431	4124456	DNA-binding transcriptional repressor CytR	cytR	protein-coding
4124612	4126810	primosomal protein N'	priA	protein-coding
4127013	4127225	50S ribosomal subunit protein L31	rpmE	protein-coding
4127286	4127894	putative lipid-binding hydrolase YiiX	yiiX	protein-coding
4128078	4128395	DNA-binding transcriptional repressor MetJ	metJ	protein-coding
4128672	4129832	O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase	metB	protein-coding
4129835	4132267	fused aspartate kinase/homoserine dehydrogenase 2	metL	protein-coding
4132616	4133506	5,10-methylenetetrahydrofolate reductase	metF	protein-coding
4133835	4136015	catalase/hydroperoxidase HPI	katG	protein-coding
4136108	4137013	cystine exporter	yijE	protein-coding
4137040	4137657	DUF1287 domain-containing protein YijF	yijF	protein-coding
4137932	4139035	L-1,2-propanediol dehydrogenase/glycerol dehydrogenase	gldA	protein-coding
4139046	4139708	fructose-6-phosphate aldolase 2	fsaB	protein-coding
4139720	4142221	putative PTS multiphosphoryl transfer protein PtsA	ptsA	protein-coding
4142530	4143609	putative PTS enzyme IIC component FrwC	frwC	protein-coding
4143624	4143944	putative PTS enzyme IIB component FrwB	frwB	protein-coding
4143995	4146292	putative formate acetyltransferase 2	pflD	protein-coding
4146258	4147136	putative pyruvate formate-lyase 2 activating enzyme PflC	pflC	protein-coding
4147138	4147479	putative PTS enzyme IIB component FrwD	frwD	protein-coding
4147466	4148317	putative DNA-binding transcriptional regulator YijO	yijO	protein-coding
4148532	4150265	phosphoethanolamine transferase EptC	eptC	protein-coding
4150447	4153098	phosphoenolpyruvate carboxylase	ppc	protein-coding
4153696	4154847	acetylornithine deacetylase	argE	protein-coding
4155001	4156005	N-acetylglutamylphosphate reductase	argC	protein-coding
4156013	4156789	acetylglutamate kinase	argB	protein-coding
4156850	4158223	argininosuccinate lyase	argH	protein-coding
4158278	4158394	small regulatory RNA OxyS	oxyS	ncRNA
4158490	4159407	DNA-binding transcriptional dual regulator OxyR	oxyR	protein-coding
4159390	4160790	soluble pyridine nucleotide transhydrogenase	sthA	protein-coding
4161067	4161771	DNA-binding transcriptional repressor FabR	fabR	protein-coding
4161771	4162130	DUF1422 domain-containing inner membrane protein YijD	yijD	protein-coding
4162170	4163270	tRNA m(5)U54 methyltransferase	trmA	protein-coding
4163639	4165483	cobalamin outer membrane transporter	btuB	protein-coding
4165428	4166285	glutamate racemase	murI	protein-coding
4166659	4168200	16S ribosomal RNA	rrsB	rRNA
4168372	4168447	tRNA-Glu	gltT	tRNA
4168641	4171544	23S ribosomal RNA	rrlB	rRNA
4171637	4171756	5S ribosomal RNA	rrfB	rRNA
4172057	4173085	UDP-N-acetylenolpyruvoylglucosamine reductase	murB	protein-coding
4173082	4174047	DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA	birA	protein-coding
4174076	4175026	pantothenate kinase	coaA	protein-coding
4175388	4175463	tRNA-Thr	thrU	tRNA
4175472	4175556	tRNA-Tyr	tyrU	tRNA
4175673	4175747	tRNA-Gly	glyT	tRNA
4175754	4175829	tRNA-Thr	thrT	tRNA
